product_id,product_name,model_name,feature_set,mae,rmse,mape,r2,directional_accuracy,n_test
papa_superchola,Papa Superchola,xgboost,full,0.047751809866582076,0.06384919009620149,8.65229596315963,0.797706787920746,0.8857142857142857,71
papa_superchola,Papa Superchola,lstm,full,0.0766057138028169,0.10542519370289279,15.75579664309505,0.44848247371625016,0.8285714285714286,71
papa_superchola,Papa Superchola,arima,full,0.1377812190713984,0.33325537456907706,35.38682327168949,-4.510929423740089,0.7428571428571429,71
tomate_rinon_invernadero,Tomate Rinon de Invernadero,xgboost,full,0.06073876059530758,0.07670917692753285,10.15145921454581,0.7841853280358109,0.8762886597938144,98
tomate_rinon_invernadero,Tomate Rinon de Invernadero,lstm,full,0.0623748512244898,0.07577166786933255,10.74343139718036,0.7894283083348059,0.8144329896907216,98
tomate_rinon_invernadero,Tomate Rinon de Invernadero,arima,full,0.06510840927487628,0.08058337868677172,10.476841412276263,0.7618353694158783,0.8350515463917526,98
maracuya,Maracuya,xgboost,full,0.08044411820051407,0.10147212200833844,11.03180844346058,0.5193729620140517,0.9024390243902439,83
maracuya,Maracuya,lstm,full,0.12228580337349394,0.14315988704946458,16.992712574632723,0.04334040448925125,0.6585365853658537,83
maracuya,Maracuya,arima,full,0.1129145157576599,0.1535077876341721,13.866804246181157,-0.09995657208200992,0.6707317073170732,83
