año,mes,provincia,tipo_insumo,ingrediente_activo,concent,contenido,unidad_de_medida,promedio_de_precio
2014,dic,IMBABURA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,37.0
2014,dic,IMBABURA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,27.0
2014,dic,IMBABURA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,26.3
2014,dic,IMBABURA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,12.4
2014,dic,IMBABURA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,22.9
2014,dic,IMBABURA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.0
2014,dic,IMBABURA,HERBICIDAS,ATRAZINA,90%,900,gramos,8.0
2014,dic,IMBABURA,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.9
2014,dic,IMBABURA,HERBICIDAS,PARAQUAT,20%,1,Litro,7.25
2014,dic,IMBABURA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,8.3
2014,dic,IMBABURA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.6
2014,dic,LOJA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,33.705714285714286
2014,dic,LOJA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,29.35
2014,dic,LOJA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,28.689999999999998
2014,dic,LOJA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.987499999999999
2014,dic,LOJA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.924999999999999
2014,dic,LOJA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,23.400000000000002
2014,dic,LOJA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.25
2014,dic,LOJA,HERBICIDAS,ATRAZINA,90%,900,gramos,9.895000000000001
2014,dic,LOJA,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.0
2014,dic,LOJA,HERBICIDAS,PARAQUAT,20%,1,Litro,7.866666666666666
2014,dic,LOJA,HERBICIDAS,PENDIMETALINA,40%,1,Litro,8.88875
2014,dic,LOJA,HERBICIDAS,PROPANIL,48%,1,Litro,7.675000000000001
2014,dic,LOJA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,11.5875
2014,dic,LOJA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.58
2014,dic,LOS RIOS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,36.378
2014,dic,LOS RIOS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,27.485714285714288
2014,dic,LOS RIOS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,27.181818181818183
2014,dic,LOS RIOS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.1812499999999995
2014,dic,LOS RIOS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.0
2014,dic,LOS RIOS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,28.311111111111114
2014,dic,LOS RIOS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.177777777777777
2014,dic,LOS RIOS,HERBICIDAS,ATRAZINA,90%,900,gramos,9.25294117647059
2014,dic,LOS RIOS,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.3882352941176475
2014,dic,LOS RIOS,HERBICIDAS,PARAQUAT,20%,1,Litro,8.0
2014,dic,LOS RIOS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,8.70625
2014,dic,LOS RIOS,HERBICIDAS,PROPANIL,48%,1,Litro,8.83333333333333
2014,dic,LOS RIOS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.38
2014,dic,LOS RIOS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.513333333333337
2014,dic,MANABÍ,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,27.0
2014,dic,MANABÍ,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,27.25
2014,dic,MANABÍ,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.8
2014,dic,MANABÍ,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.85
2014,dic,MANABÍ,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.37
2014,dic,MANABÍ,HERBICIDAS,ATRAZINA,90%,900,gramos,9.683333333333334
2014,dic,MANABÍ,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.1499999999999995
2014,dic,MANABÍ,HERBICIDAS,PARAQUAT,20%,1,Litro,8.0
2014,dic,MANABÍ,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.0
2014,dic,MANABÍ,HERBICIDAS,PROPANIL,48%,1,Litro,8.6
2014,dic,MANABÍ,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.6
2014,dic,MANABÍ,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.533333333333333
2014,dic,MORONA SANTIAGO,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,29.4
2014,dic,MORONA SANTIAGO,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,26.4
2014,dic,MORONA SANTIAGO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.795
2014,dic,MORONA SANTIAGO,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,29.0
2014,dic,MORONA SANTIAGO,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.4
2014,dic,MORONA SANTIAGO,HERBICIDAS,ATRAZINA,90%,900,gramos,9.75
2014,dic,MORONA SANTIAGO,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.685
2014,dic,MORONA SANTIAGO,HERBICIDAS,PARAQUAT,20%,1,Litro,8.0
2014,dic,MORONA SANTIAGO,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.0
2014,dic,MORONA SANTIAGO,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.969999999999999
2014,dic,MORONA SANTIAGO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,13.9
2014,dic,NAPO,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,40.03333333333334
2014,dic,NAPO,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,32.0
2014,dic,NAPO,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,37.575
2014,dic,NAPO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.357142857142857
2014,dic,NAPO,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.886666666666665
2014,dic,NAPO,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,6.4
2014,dic,NAPO,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.997894736842104
2014,dic,NAPO,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,11.158181818181818
2014,dic,NAPO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,14.12
2014,dic,ORELLANA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,31.928571428571427
2014,dic,ORELLANA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.54
2014,dic,ORELLANA,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.285217391304348
2014,dic,ORELLANA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,11.775
2014,dic,ORELLANA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,14.909090909090908
2014,dic,PICHINCHA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,37.92941176470588
2014,dic,PICHINCHA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.664444444444445
2014,dic,PICHINCHA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,30.359444444444446
2014,dic,PICHINCHA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.248461538461539
2014,dic,PICHINCHA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.82
2014,dic,PICHINCHA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,27.0
2014,dic,PICHINCHA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.902727272727272
2014,dic,PICHINCHA,HERBICIDAS,ATRAZINA,90%,900,gramos,9.4925
2014,dic,PICHINCHA,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.790555555555556
2014,dic,PICHINCHA,HERBICIDAS,PARAQUAT,20%,1,Litro,8.236666666666666
2014,dic,PICHINCHA,HERBICIDAS,PENDIMETALINA,40%,1,Litro,10.8
2014,dic,PICHINCHA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.684999999999999
2014,dic,PICHINCHA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,13.333636363636366
2014,dic,SANTA ELENA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,38.88333333333333
2014,dic,SANTA ELENA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.78333333333333
2014,dic,SANTA ELENA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,28.25
2014,dic,SANTA ELENA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.9
2014,dic,SANTA ELENA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.3625
2014,dic,SANTA ELENA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,27.0
2014,dic,SANTA ELENA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.4
2014,dic,SANTA ELENA,HERBICIDAS,ATRAZINA,90%,900,gramos,10.675
2014,dic,SANTA ELENA,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.0
2014,dic,SANTA ELENA,HERBICIDAS,PARAQUAT,20%,1,Litro,7.575
2014,dic,SANTA ELENA,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.0
2014,dic,SANTA ELENA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.35
2014,dic,SANTA ELENA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,13.933333333333332
2014,dic,SANTO DOMINGO DE LOS TSÁCHILAS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,43.666666666666664
2014,dic,SANTO DOMINGO DE LOS TSÁCHILAS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,32.42857142857143
2014,dic,SANTO DOMINGO DE LOS TSÁCHILAS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,30.642857142857142
2014,dic,SANTO DOMINGO DE LOS TSÁCHILAS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.1375
2014,dic,SANTO DOMINGO DE LOS TSÁCHILAS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.15
2014,dic,SANTO DOMINGO DE LOS TSÁCHILAS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,29.0
2014,dic,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.225
2014,dic,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,ATRAZINA,90%,900,gramos,9.641666666666666
2014,dic,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.135714285714286
2014,dic,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,PARAQUAT,20%,1,Litro,8.325
2014,dic,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.0
2014,dic,SANTO DOMINGO DE LOS TSÁCHILAS,HERBICIDAS,PROPANIL,48%,1,Litro,8.6
2014,dic,SANTO DOMINGO DE LOS TSÁCHILAS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.0
2014,dic,SANTO DOMINGO DE LOS TSÁCHILAS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,14.299999999999999
2014,dic,SUCUMBIOS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,35.8
2014,dic,SUCUMBIOS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.0
2014,dic,SUCUMBIOS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,32.083333333333336
2014,dic,SUCUMBIOS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.166666666666667
2014,dic,SUCUMBIOS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.7
2014,dic,SUCUMBIOS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,29.0
2014,dic,SUCUMBIOS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.824999999999999
2014,dic,SUCUMBIOS,HERBICIDAS,ATRAZINA,90%,900,gramos,9.7625
2014,dic,SUCUMBIOS,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.175
2014,dic,SUCUMBIOS,HERBICIDAS,PARAQUAT,20%,1,Litro,8.0
2014,dic,SUCUMBIOS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.0
2014,dic,SUCUMBIOS,HERBICIDAS,PROPANIL,48%,1,Litro,7.35
2014,dic,SUCUMBIOS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.4725
2014,dic,SUCUMBIOS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.5125
2014,dic,TUNGURAHUA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,36.75
2014,dic,TUNGURAHUA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,27.0
2014,dic,TUNGURAHUA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,27.125
2014,dic,TUNGURAHUA,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.5625
2014,dic,TUNGURAHUA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,13.5
2014,dic,TUNGURAHUA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,23.5
2014,dic,TUNGURAHUA,HERBICIDAS,ATRAZINA,90%,900,gramos,9.0
2014,dic,TUNGURAHUA,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.2
2014,dic,TUNGURAHUA,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,11.75
2014,dic,TUNGURAHUA,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,14.4375
2014,dic,ZAMORA CHINCHIPE,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,40.1
2014,dic,ZAMORA CHINCHIPE,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,33.06666666666667
2014,dic,ZAMORA CHINCHIPE,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,28.8
2014,dic,ZAMORA CHINCHIPE,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,7.1325
2014,dic,ZAMORA CHINCHIPE,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.69
2014,dic,ZAMORA CHINCHIPE,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,29.353333333333335
2014,dic,ZAMORA CHINCHIPE,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,6.086
2014,dic,ZAMORA CHINCHIPE,HERBICIDAS,ATRAZINA,90%,900,gramos,10.39
2014,dic,ZAMORA CHINCHIPE,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.42
2014,dic,ZAMORA CHINCHIPE,HERBICIDAS,PARAQUAT,20%,1,Litro,8.549999999999999
2014,dic,ZAMORA CHINCHIPE,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.78
2014,dic,ZAMORA CHINCHIPE,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,13.0925
2015,ene,AZUAY,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,41.875
2015,ene,AZUAY,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,34.3075
2015,ene,AZUAY,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,28.875
2015,ene,AZUAY,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.5024999999999995
2015,ene,AZUAY,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.333333333333334
2015,ene,AZUAY,HERBICIDAS,ATRAZINA,90%,900,gramos,10.0
2015,ene,AZUAY,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.3999999999999995
2015,ene,AZUAY,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.0
2015,ene,AZUAY,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,14.0
2015,ene,BOLIVAR,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,36.78888888888889
2015,ene,BOLIVAR,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.714285714285715
2015,ene,BOLIVAR,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,27.21111111111111
2015,ene,BOLIVAR,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.875000000000001
2015,ene,BOLIVAR,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,13.55
2015,ene,BOLIVAR,HERBICIDAS,ATRAZINA,90%,900,gramos,9.5875
2015,ene,BOLIVAR,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.346153846153846
2015,ene,BOLIVAR,HERBICIDAS,PARAQUAT,20%,1,Litro,8.375
2015,ene,BOLIVAR,HERBICIDAS,PENDIMETALINA,40%,1,Litro,8.5
2015,ene,BOLIVAR,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.985714285714286
2015,ene,BOLIVAR,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.85
2015,ene,CAÑAR,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,39.67
2015,ene,CAÑAR,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.919999999999998
2015,ene,CAÑAR,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,30.26
2015,ene,CAÑAR,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.4399999999999995
2015,ene,CAÑAR,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.74
2015,ene,CAÑAR,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,29.0
2015,ene,CAÑAR,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.4
2015,ene,CAÑAR,HERBICIDAS,ATRAZINA,90%,900,gramos,9.375
2015,ene,CAÑAR,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.970000000000001
2015,ene,CAÑAR,HERBICIDAS,PARAQUAT,20%,1,Litro,7.875
2015,ene,CAÑAR,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.0
2015,ene,CAÑAR,HERBICIDAS,PROPANIL,48%,1,Litro,8.6
2015,ene,CAÑAR,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.7
2015,ene,CAÑAR,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.8
2015,ene,CARCHI,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,40.1
2015,ene,CARCHI,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.566666666666666
2015,ene,CARCHI,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,28.75
2015,ene,CARCHI,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.136363636363637
2015,ene,CARCHI,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,12.616666666666667
2015,ene,CARCHI,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,23.666666666666668
2015,ene,CARCHI,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.166666666666666
2015,ene,CARCHI,HERBICIDAS,ATRAZINA,90%,900,gramos,8.633333333333333
2015,ene,CARCHI,HERBICIDAS,GLIFOSATO,48%,1,Litro,4.983333333333333
2015,ene,CARCHI,HERBICIDAS,PARAQUAT,20%,1,Litro,6.183333333333334
2015,ene,CARCHI,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,8.536666666666667
2015,ene,CARCHI,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.391666666666666
2015,ene,CHIMBORAZO,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,37.0
2015,ene,CHIMBORAZO,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.9
2015,ene,CHIMBORAZO,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,30.0
2015,ene,CHIMBORAZO,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,13.04375
2015,ene,CHIMBORAZO,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,26.875
2015,ene,CHIMBORAZO,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.0625
2015,ene,CHIMBORAZO,HERBICIDAS,ATRAZINA,90%,900,gramos,9.725
2015,ene,CHIMBORAZO,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.2575
2015,ene,CHIMBORAZO,HERBICIDAS,PARAQUAT,20%,1,Litro,7.8975
2015,ene,CHIMBORAZO,HERBICIDAS,PROPANIL,48%,1,Litro,7.2562500000000005
2015,ene,CHIMBORAZO,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.15625
2015,ene,CHIMBORAZO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,13.19
2015,ene,COTOPAXI,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,37.5
2015,ene,COTOPAXI,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.0
2015,ene,COTOPAXI,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,29.5
2015,ene,COTOPAXI,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.266666666666667
2015,ene,COTOPAXI,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.9
2015,ene,COTOPAXI,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,29.0
2015,ene,COTOPAXI,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.433333333333333
2015,ene,COTOPAXI,HERBICIDAS,ATRAZINA,90%,900,gramos,10.09
2015,ene,COTOPAXI,HERBICIDAS,GLIFOSATO,48%,1,Litro,6.483333333333334
2015,ene,COTOPAXI,HERBICIDAS,PARAQUAT,20%,1,Litro,8.333333333333334
2015,ene,COTOPAXI,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.0
2015,ene,COTOPAXI,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.04
2015,ene,COTOPAXI,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.933333333333332
2015,ene,EL ORO,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,36.974000000000004
2015,ene,EL ORO,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,27.435000000000002
2015,ene,EL ORO,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,26.76111111111111
2015,ene,EL ORO,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.8
2015,ene,EL ORO,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.274999999999999
2015,ene,EL ORO,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,27.8
2015,ene,EL ORO,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.699999999999999
2015,ene,EL ORO,HERBICIDAS,ATRAZINA,90%,900,gramos,9.464285714285714
2015,ene,EL ORO,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.912222222222223
2015,ene,EL ORO,HERBICIDAS,PARAQUAT,20%,1,Litro,8.219999999999999
2015,ene,EL ORO,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.0
2015,ene,EL ORO,HERBICIDAS,PROPANIL,48%,1,Litro,8.142857142857144
2015,ene,EL ORO,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,10.05625
2015,ene,EL ORO,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,13.028571428571427
2015,ene,ESMERALDAS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,36.557142857142864
2015,ene,ESMERALDAS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,30.099999999999998
2015,ene,ESMERALDAS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,29.58571428571429
2015,ene,ESMERALDAS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,6.242857142857143
2015,ene,ESMERALDAS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,14.257142857142856
2015,ene,ESMERALDAS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,28.714285714285715
2015,ene,ESMERALDAS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.228571428571429
2015,ene,ESMERALDAS,HERBICIDAS,ATRAZINA,90%,900,gramos,9.416666666666666
2015,ene,ESMERALDAS,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.45
2015,ene,ESMERALDAS,HERBICIDAS,PARAQUAT,20%,1,Litro,7.928571428571429
2015,ene,ESMERALDAS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,8.825
2015,ene,ESMERALDAS,HERBICIDAS,PROPANIL,48%,1,Litro,8.914285714285715
2015,ene,ESMERALDAS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.685714285714285
2015,ene,ESMERALDAS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,11.525
2015,ene,GUAYAS,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,37.206
2015,ene,GUAYAS,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,28.329000000000008
2015,ene,GUAYAS,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,26.634799999999995
2015,ene,GUAYAS,FUNGICIDAS,CIMOXANIL+MANCOZEB,8% 64%,500,gramos,5.8599999999999985
2015,ene,GUAYAS,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,15.26428571428571
2015,ene,GUAYAS,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,28.9
2015,ene,GUAYAS,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.285000000000002
2015,ene,GUAYAS,HERBICIDAS,ATRAZINA,90%,900,gramos,9.620000000000001
2015,ene,GUAYAS,HERBICIDAS,GLIFOSATO,48%,1,Litro,5.599615384615386
2015,ene,GUAYAS,HERBICIDAS,PARAQUAT,20%,1,Litro,7.935263157894737
2015,ene,GUAYAS,HERBICIDAS,PENDIMETALINA,40%,1,Litro,9.2625
2015,ene,GUAYAS,HERBICIDAS,PROPANIL,48%,1,Litro,8.890624999999996
2015,ene,GUAYAS,INSECTICIDAS,CIPERMETRINA,20%,1,Litro,9.494444444444445
2015,ene,GUAYAS,INSECTICIDAS,CLORPIRIPHOS,48%,1,Litro,12.303000000000004
2015,ene,IMBABURA,FERTILIZANTES,FOSFATO DIAMONICO,18-46-0,50,Kilogramo,37.0
2015,ene,IMBABURA,FERTILIZANTES,MURIATO DE POTASIO,0-0-60,50,Kilogramo,27.0
2015,ene,IMBABURA,FERTILIZANTES,UREA,46-0-0,50,Kilogramo,26.0
2015,ene,IMBABURA,FUNGICIDAS,CLOROTALONIL,72%,1,Litro,12.0
2015,ene,IMBABURA,FUNGICIDAS,PROPICONAZOL,25%,1,Litro,22.45
2015,ene,IMBABURA,HERBICIDAS,"2,4 - D AMINA",72%,1,Litro,5.0
