año,mes,ipc_alimentos_y_bebidas_no_alcohólicas,inflación_mensual,inflación_anual,inflación_acumulada
2018,Febrero,106.48102101306874,0.0035430523888038135,-0.007598722849169626,0.004304428059506371
2018,Marzo,107.10361898304726,0.0058470323073076536,-0.008867974285142188,0.01017662849674239
2018,Abril,105.68709684765805,-0.01322571682300866,-0.03332883936173281,-0.0031836815329772117
2018,Mayo,105.08521138746752,-0.005694975812024716,-0.032042851207304435,-0.008860526355678466
2018,Junio,104.30030454589304,-0.0074692416869238665,-0.036171928948273924,-0.016263586629778448
2018,Julio,104.45505820734898,0.0014837316355855723,-0.027644885448915968,-0.014803985792183671
2018,Agosto,105.25029859212243,0.007613230018931771,-0.02093020693461367,-0.007303461922284815
2018,Septiembre,105.57672965391588,0.003101473973565305,-0.01101073179559231,-0.004224639445788436
2018,Octubre,105.76644817205488,0.0017969728628732806,-0.004580306971714965,-0.002435258145354502
2018,Noviembre,105.60910941943288,-0.0014876055246371145,0.0007723687106797605,-0.003919240966520743
2018,Diciembre,105.32196180017738,-0.002718966392521005,-0.006627551074569582,-0.006627551074569582
2019,Enero,106.52855122151963,0.011456199644585663,0.003991006493823335,0.011456199644585663
2019,Febrero,106.36502853382572,-0.001535012781257783,-0.0010893253853077045,0.009903601450448773
2019,Marzo,105.97816126592777,-0.0036371660237455306,-0.010508120339963734,0.006230414383994853
2019,Abril,106.03578226462427,0.0005437063448565649,0.0032992240998805933,0.006777508244683039
2019,Mayo,105.5418112743122,-0.0046585311086715375,0.004345044186675473,0.0020874039030143177
2019,Junio,104.88858111890404,-0.0061893021118459846,0.005640219130445212,-0.004114817782216895
2019,Julio,105.43327776789651,0.005193097696449822,0.009364980282771107,0.0010569112634868372
2019,Agosto,105.2203754573183,-0.0020193084677392337,-0.00028430451223804276,-0.0009645314341164557
2019,Septiembre,105.20432183319258,-0.00015257143928582018,-0.0035273665129054166,-0.0011169557134530494
2019,Octubre,106.29587993373224,0.010375601320546268,0.005005668345940073,0.009247056519917862
2019,Noviembre,105.14871003533604,-0.010792232954949688,-0.004359466589840655,-0.0016449728231424654
2019,Diciembre,104.66369746374617,-0.004612634538520455,-0.006250019703203935,-0.006250019703203935
2020,Enero,105.75208911946228,0.010398941391241312,-0.007288769941522499,0.010398941391241312
2020,Febrero,105.23120670754528,-0.004925504699283878,-0.010659723801229148,0.005422216657267276
2020,Marzo,106.34559024229866,0.010589857986238016,0.0034670253944952822,0.016069495147876367
2020,Abril,110.8841759451997,0.042677704760115454,0.045724127997431196,0.05943300907755722
2020,Mayo,109.12959565290556,-0.01582354089154503,0.03399396253744791,0.042669027536565984
2020,Junio,108.2984569522796,-0.007616070559534283,0.03250950481930959,0.03472798665260646
2020,Julio,106.69834489317346,-0.014775021769804275,0.011998746051146147,0.019439858123988518
2020,Agosto,105.72241358330724,-0.009146639630102205,0.004771301411983675,0.010115409117165797
2020,Septiembre,104.88511580823268,-0.007919775444918176,-0.0030341531545254874,0.002115521903506279
2020,Octubre,104.52342143410544,-0.0034484814298012534,-0.016674762001422705,-0.0013402548642935663
2020,Noviembre,104.86630769616858,0.0032804730017310657,-0.0026857423079422738,0.001935821467539789
2020,Diciembre,104.60264424176899,-0.0025142818526948663,-0.0005833275859410403,-0.0005833275859410403
2021,Enero,104.96914259188055,0.0035037197459797387,-0.007403603409643078,0.0035037197459797387
2021,Febrero,105.33495840584128,0.003484984300414995,0.0009859404024923357,0.0070009144547023006
2021,Marzo,105.9182053031571,0.005537068663080014,-0.004018830852955957,0.012576747661822374
2021,Abril,106.05573576294096,0.0012984591212645835,-0.04354489845913645,0.01389153717580438
2021,Mayo,105.6528980999749,-0.0037983580998059985,-0.03185842971496511,0.010040414043247958
2021,Junio,104.54157517471405,-0.010518622255011434,-0.03469007669445345,-0.0005838195343683683
2021,Julio,105.79508630751828,0.011990551421377615,-0.008465535117339718,0.011399731568861649
2021,Agosto,105.6524247730372,-0.0013484703256103625,-0.0006620054149151233,0.010035889043510604
2021,Septiembre,105.359652826097,-0.002771085922253169,0.004524350421003964,0.00723699281041168
2021,Octubre,105.53965125391971,0.0017084189535068184,0.009722508179230704,0.0089577755796022
2021,Noviembre,105.4875104139525,-0.0004940402905232455,0.005923758845250315,0.008459309787029134
2021,Diciembre,105.73397757888316,0.002336458259024843,0.010815532870271483,0.010815532870271483
2022,Enero,107.81061711347644,0.01964022901762119,0.02706961733167157,0.01964022901762119
2022,Febrero,108.1420307640297,0.003074035372642614,0.026649009983686023,0.022774639148990694
2022,Marzo,108.20394858132713,0.0005725601494623866,0.021580268204392405,0.02336023914924823
2022,Abril,108.71860080267848,0.0047563164570147975,0.025108166197532533,0.02822766429616852
2022,Mayo,109.84816676089955,0.010389813241537205,0.039708032021562145,0.038910757697987686
2022,Junio,112.1407601857628,0.020870566095594567,0.0726905539575875,0.060593413333947854
2022,Julio,112.3300535059745,0.0016879974765475758,0.06177004458846813,0.062383692339298635
2022,Agosto,111.91780618532256,-0.0036699646068450997,0.0593018231786413,0.05848478178952399
2022,Septiembre,112.88100219314993,0.008606280275297973,0.07138737804563289,0.06759439848874238
2022,Octubre,113.31522576621752,0.00384673740160979,0.07367443818428399,0.07170115379115805
2022,Noviembre,113.471147394109,0.0013759989166253206,0.07568324391036652,0.07317581341772095
2022,Diciembre,113.76573631990507,0.0025961571074355483,0.07596194643325327,0.07596194643325327
2023,Enero,113.85759294140176,0.0008074190390539027,0.056088871298831,0.0008074190390539027
2023,Febrero,113.79934454922125,-0.0005115898788629059,0.05231373726961008,0.0002954160927826077
2023,Marzo,114.61119378382196,0.007134041393793478,0.059214523004944564,0.007431564997210538
2023,Abril,114.37099379455267,-0.002095781235141425,0.05199103879319744,0.0053202088276003145
2023,Mayo,114.75454350227972,0.003353557532393303,0.04466507622343485,0.008691607986381467
2023,Junio,116.830773633579,0.018092792389157397,0.041822558006982646,0.026941655834364253
2023,Julio,119.20644807468774,0.02033432089185383,0.06121598231365133,0.04782381700131211
2023,Agosto,121.06,0.01554909113767855,0.08168667816396491,0.06411652502809573
2023,Septiembre,120.81276325644892,-0.0020422661783502383,0.07026657195802533,0.06194331583920709
2023,Octubre,120.04410914664308,-0.006362358488351205,0.05938198803317074,0.055186851769529754
2023,Noviembre,118.67254552064384,-0.011425497142252716,0.045838948895698506,0.04313081741009439
2023,Diciembre,118.5838265594302,-0.0007475946591051219,0.04235097838225066,0.04235097838225066
2024,Enero,119.03335613962192,0.003790816954000409,0.04545821727395838,0.003790816954000409
2024,Febrero,119.67,0.005348449216464379,0.05158777912151802,0.009159541162432117
2024,Marzo,119.8024979221909,0.0011071941354632298,0.04529491376000072,0.010276876688154024
2024,Abril,121.0624694584298,0.010517072332308475,0.05850675457010701,0.020902031675941846
2024,Mayo,120.27830166459763,-0.00647738144893395,0.04813542012136707,0.014289259794785236
2024,Junio,119.49839206095166,-0.006484208646550305,0.022833182939789642,0.007712396606320615
2024,Julio,119.6511264781158,0.001278129475468015,0.0037303217284809786,0.009000383523217748
2024,Agosto,120.01774966824392,0.003064101449936407,-0.008609369996333105,0.012092063061357683
2024,Septiembre,120.68132435667243,0.005528971258524473,-0.0010879554132660063,0.017687890989004584
2024,Octubre,119.86456291137883,-0.006767919142813494,-0.0014956688548950492,0.010800261630170782
2024,Noviembre,118.98016007340097,-0.007378351169825992,0.002592129050637215,0.003342222337311185
2024,Diciembre,118.6837522279438,-0.0024912375750234528,0.0008426584924170477,0.0008426584924170477
2025,Enero,119.25491783450325,0.004812500412545662,0.0018613412413697183,0.004812500412545662
2025,Febrero,119.53843395186993,0.002377395603593735,-0.001099407103953065,0.007201337233462501
2025,Marzo,121.24915347952025,0.0143110418222403,0.012075337179270784,0.021615437694026962
2025,Abril,120.82475643699468,-0.0035002062311078053,-0.0019635566868785315,0.018039572973214346
2025,Mayo,120.75117274782014,-0.0006090116905215215,0.003931474560898929,0.017419574971860197
2025,Junio,120.42510411575188,-0.00270033511599288,0.007755016940542037,0.014672201165865095
2025,Julio,120.98215715227757,0.0046257218593745986,0.011124263626596242,0.019365792546897742
2025,Agosto,121.51539760762888,0.00440759586291839,0.01247855374329876,0.02385874499692786
2025,Septiembre,121.42227232272184,-0.0007663661292353074,0.006139706951338475,0.023074094333640938
2025,Octubre,122.24794647159104,0.00680002221235565,0.01988397156192323,0.03003102089999521
2025,Noviembre,121.11620579348896,-0.009257747968511532,0.01795295718857859,0.02049525330875457
2025,Diciembre,120.22573333756182,-0.007352215585794131,0.012992352202148894,0.012992352202148894
2026,Enero,121.74364689389925,0.012625529611664188,0.020868984731093,0.012625529611664188
