fecha,precio_banano_internacional,ipc,fertilizantes
2018-07-01,0.7034581333098174,104.45505820734898,24.293361240415003
2018-08-01,0.7032744148106506,105.25029859212243,24.552791612758828
2018-09-01,0.707316221792321,105.57672965391588,24.753796956231383
2018-10-01,0.707316221792321,105.76644817205488,24.569722249740998
2018-11-01,0.707316221792321,105.60910941943288,25.07259940499817
2018-12-01,0.707316221792321,105.32196180017738,25.63246794849049
2019-01-01,0.7192579242381654,106.52855122151963,25.737087529148287
2019-02-01,0.8238324278428674,106.36502853382572,25.784362199952174
2019-03-01,0.8897224459651089,105.97816126592777,25.96278294516362
2019-04-01,0.820854254277426,106.03578226462427,25.643084459515585
2019-05-01,0.7991754713757393,105.5418112743122,25.657207375363544
2019-06-01,0.8199356617815918,104.88858111890404,25.801735226466146
2019-07-01,0.7780895981759092,105.43327776789651,25.733203963793564
2019-08-01,0.7740672764896049,105.2203754573183,25.71081295853017
2019-09-01,0.7863151764340608,105.20432183319258,25.887690948562813
2019-10-01,0.6776707366994906,106.29587993373224,25.796194465626797
2019-11-01,0.715032398757328,105.14871003533604,25.72090018389204
2019-12-01,0.7486528841048593,104.66369746374616,25.727443296643486
2020-01-01,0.7600259226802324,105.75208911946228,25.533039432095876
2020-02-01,0.776935851011646,105.23120670754528,25.478684624238763
2020-03-01,0.8631095090857984,106.34559024229866,25.320876300381045
2020-04-01,0.8768883965233112,110.8841759451997,25.368493057427134
2020-05-01,0.830499475483685,109.12959565290556,25.396207003438263
2020-06-01,0.8208876576409109,108.2984569522796,25.258683319882202
2020-07-01,0.7866492100689095,106.69834489317346,25.08945356346163
2020-08-01,0.7663685965245185,105.72241358330724,24.944899133104354
2020-09-01,0.6820155572825094,104.88511580823268,24.827630783133635
2020-10-01,0.6683853943443222,104.52342143410544,24.94336865399454
2020-11-01,0.7174690862199619,104.86630769616858,24.75626568615562
2020-12-01,0.8947265879424151,104.602644241769,24.61393637572438
2021-01-01,0.9005203971529822,104.96914259188055,24.213853298847056
2021-02-01,0.8708740330242707,105.33495840584128,24.761153310846474
2021-03-01,0.8588839468612613,105.9182053031571,24.9373288926599
2021-04-01,0.8534559370386683,106.05573576294096,25.84127957519734
2021-05-01,0.8281111349945159,105.6528980999749,26.374303465402594
2021-06-01,0.8267332462507647,104.54157517471404,27.350031166180994
2021-07-01,0.8267332462507647,105.79508630751828,29.702016676385117
2021-08-01,0.8322448012257698,105.6524247730372,32.444991063512205
2021-09-01,0.7904269714154136,105.359652826097,34.278640825084004
2021-10-01,0.8193845062840913,105.53965125391971,38.64179545155801
2021-11-01,0.8166287287965887,105.4875104139525,46.87135936743492
2021-12-01,0.8700383210543762,105.73397757888316,50.02883402933884
2022-01-01,0.8946123969955644,107.81061711347644,52.26334365079365
2022-02-01,1.0051335783364561,108.1420307640297,51.5599312018391
2022-03-01,0.9773025379592374,108.20394858132713,53.427803525550544
2022-04-01,0.8852957049851842,108.71860080267848,54.11004745133318
2022-05-01,0.867351736248378,109.84816676089956,54.33897167605394
2022-06-01,0.8710443985498139,112.1407601857628,54.78329083804659
2022-07-01,0.9291563095362761,112.3300535059745,55.313870293814375
2022-08-01,1.0744347747274385,111.91780618532256,56.12462462962653
2022-09-01,0.8662327235716346,112.88100219314993,55.957039018080685
2022-10-01,0.9057322008925045,113.31522576621752,56.135622063492065
2022-11-01,0.98730321452258,113.471147394109,56.453244301450184
2022-12-01,0.9461502707092085,113.76573631990507,55.703014699492336
2023-01-01,1.0855592082133525,113.85759294140176,53.88144558795502
2023-02-01,1.1206828449177033,113.79934454922125,53.74155703494573
2023-03-01,1.1319815326164637,114.61119378382196,53.04939305031886
2023-04-01,1.08109150834725,114.37099379455267,48.01894642561446
2023-05-01,0.9802728258293513,114.75454350227972,45.95738812840556
2023-06-01,0.9810567855509076,116.830773633579,42.799054115964566
2023-07-01,0.9529478551783814,119.20644807468774,40.88138548832343
2023-08-01,1.0912878850510095,121.06,40.14653332361335
2023-09-01,0.9507432331883794,120.81276325644892,40.58068227229407
2023-10-01,0.9587349879021368,120.04410914664308,40.27471209224431
2023-11-01,1.029282891582202,118.67254552064384,39.78402200061311
2023-12-01,0.9716871420933988,118.5838265594302,38.8124212764053
2024-01-01,0.9455072559621247,119.03335613962192,38.8727937242445
2024-02-01,0.9989693392196741,119.67,36.73329433475021
2024-03-01,0.9762168066022686,119.8024979221909,36.521820070623406
2024-04-01,0.9446288518879833,121.0624694584298,36.45055599855903
2024-05-01,0.9119118231372072,120.27830166459763,35.028115777182585
2024-06-01,0.9202328395767441,119.49839206095166,34.49319740190697
2024-07-01,0.9783010080634049,119.6511264781158,34.564431839402424
2024-08-01,0.9382561164481336,120.01774966824392,34.844143814676684
2024-09-01,0.9590105656508872,120.68132435667243,35.09955662916876
2024-10-01,0.9686975410615021,119.86456291137884,34.5386989080409
2024-11-01,0.9601708930140461,118.98016007340097,34.7354056713754
2024-12-01,0.9301957694657726,118.6837522279438,34.51615339496176
2025-01-01,0.9579839034496608,119.25491783450325,34.25151737905531
2025-02-01,1.1361538764264896,119.53843395186992,36.29839144549181
2025-03-01,0.9741454705822504,121.24915347952025,33.40325882936722
2025-04-01,0.9732905035406731,120.82475643699468,33.5755545452039
2025-05-01,1.0353849703045293,120.75117274782014,34.01352855440856
2025-06-01,1.0471954452509686,120.42510411575188,33.90356687865105
2025-07-01,1.0471954452509686,120.98215715227757,34.77038785885168
2025-08-01,1.069241665150989,121.51539760762888,34.814019924279876
2025-09-01,1.0747532201259942,121.42227232272184,35.81302542639652
2025-10-01,1.0403060015322123,122.24794647159104,36.464495553173776
2025-11-01,1.0850873857041288,121.11620579348896,36.79406245421245
2025-12-01,1.0361723353009586,120.22573333756182,36.89073956516121
2026-01-01,0.9137577984876873,121.74364689389924,36.18595865675061
2026-02-01,0.8542910211257903,121.74364689389924,37.455182413966504
