fecha,precio_banano_internacional,ipc,fertilizantes,precio_productor_banano,ipp
2016-01-01,0.8202206245310736,105.23275680662876,29.290111602692395,0.3885083438372092,100.0
2016-02-01,0.9672778981133948,106.01971614024043,29.46021420731641,0.35332459064230337,100.2532106193035
2016-03-01,0.862678170000798,106.69311045056514,29.43611253216872,0.3513608936255509,99.23030599554396
2016-04-01,0.7630879090393964,107.35969037863828,28.852897993662257,0.30143126874145,106.12279002367964
2016-05-01,0.7135167211392016,107.54173592608984,28.2422361097831,0.3671800435132523,103.62766423622132
2016-06-01,0.6897794559627592,108.07569375026584,27.784109861597727,0.3456315801729278,102.68874358935828
2016-07-01,0.7061679811725282,107.77526781028878,27.273724661100093,0.32754990812600954,102.4870711494968
2016-08-01,0.7163024527298293,107.23352240022407,26.853630456102945,0.3189996548898223,102.12867708135678
2016-09-01,0.7062226592972802,106.878457181975,26.86293983887386,0.2887462710459757,100.96345163585332
2016-10-01,0.7004267780735646,106.27603248097836,26.1872704184963,0.26332993478682165,98.78741473330956
2016-11-01,0.6898629643714714,105.98509136790769,25.54588621680464,0.27051329295173493,97.77124882799976
2016-12-01,0.6797584469172956,106.27401728322432,25.64086299363069,0.1621521339709927,99.95312657717108
2017-01-01,0.6880257793798031,106.79525338604871,25.278412933331037,0.21020620428618692,97.900896734359
2017-02-01,0.7085732431024098,107.29633613408298,24.89137922616525,0.37893752161837463,98.32298974729969
2017-03-01,0.7450184529256892,108.06190921517076,24.629445083296474,0.4465305819989277,102.98660839957942
2017-04-01,0.7348739966673464,109.33097122487412,24.466428997461694,0.5035568744782168,98.85195984083418
2017-05-01,0.7348739966673464,108.56390855580456,24.011155084433387,0.3766916294906048,95.36070581510612
2017-06-01,0.7348739966673464,108.21463669560993,23.645135670700196,0.2956643606672315,98.37871496745883
2017-07-01,0.7348739966673464,107.42480462559575,24.038332204997975,0.11625564073643405,100.38979992876315
2017-08-01,0.6999093890195868,107.5003021619046,23.242528658583417,0.11497760481430244,101.88416902151182
2017-09-01,0.7013453705693987,106.75214893443608,23.16156329175125,0.22004726486309717,101.07731467228116
2017-10-01,0.707316221792321,106.2531200787179,22.9159920226524,0.34368403565208816,98.43806966710156
2017-11-01,0.707316221792321,105.52760320060771,23.142823391394522,0.4712634190568475,98.39894909783992
