mae,rmse,mape,r2,directional_accuracy,n_test,order_fallback_used,provincia,exploratorio
0.08218684981361438,0.09914381435800489,11.957897166435234,-0.08188769561089004,0.6923076923076923,14,False,Azuay,False
0.03853745258836626,0.04705372023299591,11.504417369001052,0.8447204176529942,0.7777777777777778,10,False,Carchi,False
0.034962244697053294,0.03938298955235362,8.119855912725114,0.8804161403708084,0.9,11,False,Chimborazo,False
0.07343322904844679,0.0907626171200563,18.000188798434948,0.4643019911785188,0.9,11,False,Cotopaxi,False
0.08252578801175847,0.10703443593254555,14.198739376659416,0.08298763185610436,0.7692307692307693,14,False,Pichincha,False
0.03790191805352055,0.049949073192557425,7.0912099659556125,0.8439366058347086,0.7,11,False,Tungurahua,False
