fecha,provincia_key,provincia,producto,target_precio_mercado_usdkg,target_precio_mercado_usd,mercados_observaciones,mercados_distintos,tipos_mercado_distintos,precio_productor_provincia_usdkg,productor_observaciones_provincia,precio_productor_nacional_usdkg,productor_observaciones_nacional,fertilizantes_precio_promedio_provincia,fertilizantes_precio_mediano_provincia,fertilizantes_registros_provincia,fertilizantes_ingredientes_activos_provincia,fertilizantes_precio_promedio_nacional,fertilizantes_precio_mediano_nacional,fertilizantes_registros_nacional,ipc_alimentos,inflacion_mensual,inflacion_anual,inflacion_acumulada,ibc,ipm,ipp_n,provincia_id,anio,mes_num,trimestre,mes_sin,mes_cos,productor_missing_exact,precio_productor_usdkg_filled,fertilizantes_missing_exact,fertilizantes_precio_promedio_filled,macro_missing_any,target_lag_1,target_lag_2,target_lag_3,target_lag_6,target_lag_12,target_rolling_mean_3,target_rolling_std_3,target_rolling_mean_6,target_rolling_std_6,target_momentum_1_3,target_momentum_1_6,productor_lag_1,productor_lag_3,fertilizantes_lag_1,fertilizantes_lag_3,ipc_alimentos_lag_1,inflacion_mensual_lag_1,ibc_lag_1,ipm_lag_1,ipp_n_lag_1
2017-01-01,azuay,Azuay,Papa Superchola,0.598125,33.375,2,1,1,0.43115499418250053,0.0,0.43115499418250053,7.0,29.402777777777782,30.916666666666668,3,3.0,25.278412933331037,23.15127777777778,58,106.79525338604871,0.0049046428859018,0.0148480057620379,0.0049,393.4842146837502,96.04567941153522,97.900896734359,0,2017,1,1,0.49999999999999994,0.8660254037844387,1,0.43115499418250053,0,29.402777777777782,0,0.5635714285714285,0.5743750000000001,0.5433333333333334,0.6083333333333335,0.5277777777777775,0.5604265873015873,0.015757975356005868,0.57025958994709,0.02143444438981007,0.020238095238095055,-0.044761904761905,0.4021057385947171,0.3695557772119815,28.866666666666664,29.84523809523809,106.27401728322432,0.0027260996012512,318.3163614688067,92.27567399471783,99.95312657717108
2017-01-01,pichincha,Pichincha,Papa Superchola,0.418888888888889,19.26,1,1,1,0.4314756285714285,1.0,0.43115499418250053,7.0,25.83913756613757,23.11055555555556,3,3.0,25.278412933331037,23.15127777777778,58,106.79525338604871,0.0049046428859018,0.0148480057620379,0.0049,393.4842146837502,96.04567941153522,97.900896734359,6,2017,1,1,0.49999999999999994,0.8660254037844387,0,0.4314756285714285,0,25.83913756613757,0,0.373333333333333,0.354444444444444,0.342222222222222,0.423333333333333,0.348888888888889,0.35666666666666624,0.015674151088513288,0.37590277777777753,0.03461045901829354,0.031111111111111034,-0.04999999999999999,0.4558839214285713,0.4473245096774192,26.093621553884713,27.643392156862745,106.27401728322432,0.0027260996012512,318.3163614688067,92.27567399471783,99.95312657717108
2017-02-01,azuay,Azuay,Papa Superchola,0.5921428571428575,33.071428571428555,2,1,1,0.42384542137266723,0.0,0.42384542137266723,8.0,28.446428571428573,29.625,3,3.0,24.89137922616525,22.781145833333333,58,107.29633613408298,0.004691994561059,0.0120413451414438,0.0096,392.62593862516593,96.76925781574016,98.32298974729969,0,2017,2,1,0.8660254037844386,0.5000000000000001,1,0.42384542137266723,0,28.446428571428573,0,0.598125,0.5635714285714285,0.5743750000000001,0.5694444444444444,0.522142857142857,0.5786904761904762,0.0176763917607719,0.5685582010582011,0.01792584630396674,0.023749999999999938,0.028680555555555598,0.43115499418250053,0.4144351042281528,29.402777777777782,29.844444444444445,106.79525338604871,0.0049046428859018,393.4842146837502,96.04567941153522,97.900896734359
2017-02-01,pichincha,Pichincha,Papa Superchola,0.405,18.555,1,1,1,0.4560807624999999,1.0,0.42384542137266723,8.0,25.621314775910363,22.715625,3,3.0,24.89137922616525,22.781145833333333,58,107.29633613408298,0.004691994561059,0.0120413451414438,0.0096,392.62593862516593,96.76925781574016,98.32298974729969,6,2017,2,1,0.8660254037844386,0.5000000000000001,0,0.4560807624999999,0,25.621314775910363,0,0.418888888888889,0.373333333333333,0.354444444444444,0.413333333333333,0.318571428571429,0.38222222222222196,0.03312900336861079,0.3751620370370368,0.03341938160517969,0.06444444444444497,0.00555555555555598,0.4314756285714285,0.47619792,25.83913756613757,26.130486842105267,106.79525338604871,0.0049046428859018,393.4842146837502,96.04567941153522,97.900896734359
2017-03-01,azuay,Azuay,Papa Superchola,0.599375,33.375,2,1,1,0.43233721005846876,0.0,0.43233721005846876,8.0,28.574074074074073,29.38888888888889,3,3.0,24.629445083296474,22.875,57,108.06190921517076,0.0071351278959896,0.0128293078983747,0.0168,340.3079521529929,97.26825637600804,102.98660839957942,0,2017,3,1,1.0,6.123233995736766e-17,1,0.43233721005846876,0,28.574074074074073,0,0.5921428571428575,0.598125,0.5635714285714285,0.5625,0.545,0.5846130952380953,0.0184664644795415,0.5723412698412699,0.020377736613051388,0.028571428571429025,0.029642857142857526,0.42384542137266723,0.4021057385947171,28.446428571428573,28.866666666666664,107.29633613408298,0.004691994561059,392.62593862516593,96.76925781574016,98.32298974729969
2017-03-01,pichincha,Pichincha,Papa Superchola,0.465,21.37375,1,1,1,0.5340869741935483,1.0,0.43233721005846876,8.0,25.046144724556495,22.153,3,3.0,24.629445083296474,22.875,57,108.06190921517076,0.0071351278959896,0.0128293078983747,0.0168,340.3079521529929,97.26825637600804,102.98660839957942,6,2017,3,1,1.0,6.123233995736766e-17,0,0.5340869741935483,0,25.046144724556495,0,0.405,0.418888888888889,0.373333333333333,0.34875,0.355,0.3990740740740739,0.023348760332261582,0.37377314814814805,0.0316416100510975,0.03166666666666701,0.05625000000000002,0.4560807624999999,0.4558839214285713,25.621314775910363,26.093621553884713,107.29633613408298,0.004691994561059,392.62593862516593,96.76925781574016,98.32298974729969
2017-04-01,azuay,Azuay,Papa Superchola,0.561666666666667,31.1111111111111,2,1,1,0.3722115523889282,0.0,0.3722115523889282,8.0,28.34102564102564,29.0,3,3.0,24.466428997461694,22.38095238095238,58,109.33097122487412,0.0117438422004596,0.0183614617300356,0.0288,330.89532557748174,98.25531315005472,98.85195984083418,0,2017,4,2,0.8660254037844387,-0.4999999999999998,1,0.3722115523889282,0,28.34102564102564,0,0.599375,0.5921428571428575,0.598125,0.5433333333333334,0.5566666666666665,0.5965476190476192,0.0038654974554703787,0.5784871031746032,0.022287239027722373,0.0012499999999999734,0.056041666666666545,0.43233721005846876,0.43115499418250053,28.574074074074073,29.402777777777782,108.06190921517076,0.0071351278959896,340.3079521529929,97.26825637600804,102.98660839957942
2017-04-01,pichincha,Pichincha,Papa Superchola,0.361111111111111,16.5933333333333,1,1,1,0.4747281733333333,1.0,0.3722115523889282,8.0,24.98117740429505,22.143,3,3.0,24.466428997461694,22.38095238095238,58,109.33097122487412,0.0117438422004596,0.0183614617300356,0.0288,330.89532557748174,98.25531315005472,98.85195984083418,6,2017,4,2,0.8660254037844387,-0.4999999999999998,0,0.4747281733333333,0,24.98117740429505,0,0.465,0.405,0.418888888888889,0.342222222222222,0.413333333333333,0.4296296296296296,0.03140895785830458,0.393148148148148,0.0457160677195319,0.04611111111111105,0.12277777777777804,0.5340869741935483,0.4314756285714285,25.046144724556495,25.83913756613757,108.06190921517076,0.0071351278959896,340.3079521529929,97.26825637600804,102.98660839957942
2017-05-01,azuay,Azuay,Papa Superchola,0.5131944444444445,28.44444444444445,2,1,1,0.3413498600098221,0.0,0.3413498600098221,8.0,27.608333333333334,28.166666666666668,3,3.0,24.011155084433387,21.77777777777778,53,108.56390855580456,-0.0070159686726997,0.0095048924114191,0.0212,286.58639031591645,99.25248513073534,95.36070581510612,0,2017,5,2,0.49999999999999994,-0.8660254037844387,1,0.3413498600098221,0,27.608333333333334,0,0.561666666666667,0.599375,0.5921428571428575,0.5743750000000001,0.610625,0.5843948412698415,0.02001258137199773,0.5815426587301588,0.01717396954195614,-0.030476190476190546,-0.0127083333333331,0.3722115523889282,0.42384542137266723,28.34102564102564,28.446428571428573,109.33097122487412,0.0117438422004596,330.89532557748174,98.25531315005472,98.85195984083418
2017-05-01,pichincha,Pichincha,Papa Superchola,0.315555555555556,14.5355555555556,1,1,1,0.4212398928571428,1.0,0.3413498600098221,8.0,24.37668091168091,21.379999999999995,3,3.0,24.011155084433387,21.77777777777778,53,108.56390855580456,-0.0070159686726997,0.0095048924114191,0.0212,286.58639031591645,99.25248513073534,95.36070581510612,6,2017,5,2,0.49999999999999994,-0.8660254037844387,0,0.4212398928571428,0,24.37668091168091,0,0.361111111111111,0.465,0.405,0.354444444444444,0.445555555555556,0.4103703703703703,0.052152238370736174,0.39629629629629615,0.04200773983162525,-0.04388888888888903,0.006666666666666987,0.4747281733333333,0.4560807624999999,24.98117740429505,25.621314775910363,109.33097122487412,0.0117438422004596,330.89532557748174,98.25531315005472,98.85195984083418
